,Season,Team_footywire,Player,SC_footywire,season_team_name_id,Player ID,Year,Team_fanfooty,Full Name,SC_fanfooty,fuzzy_match_name,fuzzy_season_team_name
0,2011,North Melbourne,Aaron Black,33.0,2011_North Melbourne_Aaron Black,291672.0,2011.0,North Melbourne,Aaron Black,33.0,,
1,2012,North Melbourne,Aaron Black,49.666666666666664,2012_North Melbourne_Aaron Black,291672.0,2012.0,North Melbourne,Aaron Black,49.666666666666664,,
2,2013,North Melbourne,Aaron Black,76.55555555555556,2013_North Melbourne_Aaron Black,291672.0,2013.0,North Melbourne,Aaron Black,76.38888888888889,,
3,2014,North Melbourne,Aaron Black,56.68,2014_North Melbourne_Aaron Black,291672.0,2014.0,North Melbourne,Aaron Black,56.68,,
4,2015,North Melbourne,Aaron Black,42.0,2015_North Melbourne_Aaron Black,291672.0,2015.0,North Melbourne,Aaron Black,42.0,,
5,2017,Geelong,Aaron Black,66.25,2017_Geelong_Aaron Black,291672.0,2017.0,Geelong,Aaron Black,66.25,,
6,2018,Geelong,Aaron Black,66.33333333333333,2018_Geelong_Aaron Black,291672.0,2018.0,Geelong,Aaron Black,66.33333333333333,,
7,2010,Brisbane,Aaron Cornelius,56.0,2010_Brisbane_Aaron Cornelius,261391.0,2010.0,Brisbane,Aaron Cornelius,52.0,,
8,2011,Brisbane,Aaron Cornelius,48.5,2011_Brisbane_Aaron Cornelius,261391.0,2011.0,Brisbane,Aaron Cornelius,48.5,,
9,2012,Brisbane,Aaron Cornelius,47.875,2012_Brisbane_Aaron Cornelius,261391.0,2012.0,Brisbane,Aaron Cornelius,47.25,,
10,2013,Brisbane,Aaron Cornelius,42.0,2013_Brisbane_Aaron Cornelius,261391.0,2013.0,Brisbane,Aaron Cornelius,42.0,,
11,2010,Melbourne,Aaron Davey,76.0625,2010_Melbourne_Aaron Davey,200002.0,2010.0,Melbourne,Aaron Davey,75.47058823529412,,
12,2011,Melbourne,Aaron Davey,68.27272727272727,2011_Melbourne_Aaron Davey,200002.0,2011.0,Melbourne,Aaron Davey,68.27272727272727,,
13,2012,Melbourne,Aaron Davey,62.625,2012_Melbourne_Aaron Davey,200002.0,2012.0,Melbourne,Aaron Davey,62.625,,
14,2013,Melbourne,Aaron Davey,45.2,2013_Melbourne_Aaron Davey,200002.0,2013.0,Melbourne,Aaron Davey,45.2,,
15,2010,North Melbourne,Aaron Edwards,68.83333333333333,2010_North Melbourne_Aaron Edwards,230240.0,2010.0,North Melbourne,Aaron Edwards,68.38461538461539,,
16,2011,North Melbourne,Aaron Edwards,69.47368421052632,2011_North Melbourne_Aaron Edwards,230240.0,2011.0,North Melbourne,Aaron Edwards,69.47368421052632,,
17,2012,North Melbourne,Aaron Edwards,68.66666666666667,2012_North Melbourne_Aaron Edwards,230240.0,2012.0,North Melbourne,Aaron Edwards,68.77777777777777,,
18,2013,Richmond,Aaron Edwards,84.66666666666667,2013_Richmond_Aaron Edwards,230240.0,2013.0,Richmond,Aaron Edwards,84.66666666666667,,
19,2014,Richmond,Aaron Edwards,60.0,2014_Richmond_Aaron Edwards,230240.0,2014.0,Richmond,Aaron Edwards,60.0,,
20,2016,Essendon,Aaron Francis,59.666666666666664,2016_Essendon_Aaron Francis,990816.0,2016.0,Essendon,Aaron Francis,59.666666666666664,,
21,2017,Essendon,Aaron Francis,50.0,2017_Essendon_Aaron Francis,990816.0,2017.0,Essendon,Aaron Francis,50.0,,
22,2018,Essendon,Aaron Francis,80.8,2018_Essendon_Aaron Francis,990816.0,2018.0,Essendon,Aaron Francis,80.8,,
23,2019,Essendon,Aaron Francis,66.41176470588235,2019_Essendon_Aaron Francis,990816.0,2019.0,Essendon,Aaron Francis,66.41176470588235,,
24,2012,Gold Coast,Aaron Hall,60.25,2012_Gold Coast_Aaron Hall,296735.0,2012.0,Gold Coast,Aaron Hall,59.75,,
25,2013,Gold Coast,Aaron Hall,62.72727272727273,2013_Gold Coast_Aaron Hall,296735.0,2013.0,Gold Coast,Aaron Hall,62.72727272727273,,
26,2014,Gold Coast,Aaron Hall,59.1875,2014_Gold Coast_Aaron Hall,296735.0,2014.0,Gold Coast,Aaron Hall,59.1875,,
27,2015,Gold Coast,Aaron Hall,79.33333333333333,2015_Gold Coast_Aaron Hall,296735.0,2015.0,Gold Coast,Aaron Hall,78.4,,
28,2016,Gold Coast,Aaron Hall,95.52941176470588,2016_Gold Coast_Aaron Hall,296735.0,2016.0,Gold Coast,Aaron Hall,98.25,,
29,2017,Gold Coast,Aaron Hall,92.26315789473684,2017_Gold Coast_Aaron Hall,296735.0,2017.0,Gold Coast,Aaron Hall,92.3157894736842,,
30,2018,Gold Coast,Aaron Hall,79.66666666666667,2018_Gold Coast_Aaron Hall,296735.0,2018.0,Gold Coast,Aaron Hall,79.66666666666667,,
31,2019,North Melbourne,Aaron Hall,73.0,2019_North Melbourne_Aaron Hall,296735.0,2019.0,North Melbourne,Aaron Hall,75.83333333333333,,
32,2010,Carlton,Aaron Joseph,58.666666666666664,2010_Carlton_Aaron Joseph,261318.0,2010.0,Carlton,Aaron Joseph,56.611111111111114,,
33,2011,Carlton,Aaron Joseph,55.0,2011_Carlton_Aaron Joseph,261318.0,2011.0,Carlton,Aaron Joseph,55.0,,
34,2012,Carlton,Aaron Joseph,50.07692307692308,2012_Carlton_Aaron Joseph,261318.0,2012.0,Carlton,Aaron Joseph,50.07692307692308,,
35,2013,Carlton,Aaron Joseph,35.5,2013_Carlton_Aaron Joseph,261318.0,2013.0,Carlton,Aaron Joseph,35.5,,
36,2011,North Melbourne,Aaron Mullett,41.333333333333336,2011_North Melbourne_Aaron Mullett,291445.0,2011.0,North Melbourne,Aaron Mullett,41.333333333333336,,
37,2012,North Melbourne,Aaron Mullett,52.166666666666664,2012_North Melbourne_Aaron Mullett,291445.0,2012.0,North Melbourne,Aaron Mullett,52.166666666666664,,
38,2013,North Melbourne,Aaron Mullett,77.81818181818181,2013_North Melbourne_Aaron Mullett,291445.0,2013.0,North Melbourne,Aaron Mullett,77.77272727272727,,
39,2014,North Melbourne,Aaron Mullett,58.529411764705884,2014_North Melbourne_Aaron Mullett,291445.0,2014.0,North Melbourne,Aaron Mullett,58.529411764705884,,
40,2015,North Melbourne,Aaron Mullett,37.0,2015_North Melbourne_Aaron Mullett,291445.0,2015.0,North Melbourne,Aaron Mullett,36.0,,
41,2016,North Melbourne,Aaron Mullett,61.266666666666666,2016_North Melbourne_Aaron Mullett,291445.0,2016.0,North Melbourne,Aaron Mullett,61.266666666666666,,
42,2017,North Melbourne,Aaron Mullett,80.16666666666667,2017_North Melbourne_Aaron Mullett,291445.0,2017.0,North Melbourne,Aaron Mullett,80.11111111111111,,
43,2018,Carlton,Aaron Mullett,60.61538461538461,2018_Carlton_Aaron Mullett,291445.0,2018.0,Carlton,Aaron Mullett,60.61538461538461,,
44,2018,Western Bulldogs,Aaron Naughton,57.27777777777778,2018_Western Bulldogs_Aaron Naughton,1002404.0,2018.0,Western Bulldogs,Aaron Naughton,57.27777777777778,,
45,2019,Western Bulldogs,Aaron Naughton,65.44,2019_Western Bulldogs_Aaron Naughton,1002404.0,2019.0,Western Bulldogs,Aaron Naughton,66.8695652173913,,
46,2010,Fremantle,Aaron Sandilands,108.41176470588235,2010_Fremantle_Aaron Sandilands,220096.0,2010.0,Fremantle,Aaron Sandilands,108.61111111111111,,
47,2011,Fremantle,Aaron Sandilands,110.76923076923077,2011_Fremantle_Aaron Sandilands,220096.0,2011.0,Fremantle,Aaron Sandilands,110.76923076923077,,
48,2012,Fremantle,Aaron Sandilands,109.07142857142857,2012_Fremantle_Aaron Sandilands,220096.0,2012.0,Fremantle,Aaron Sandilands,108.42857142857143,,
49,2013,Fremantle,Aaron Sandilands,79.0,2013_Fremantle_Aaron Sandilands,220096.0,2013.0,Fremantle,Aaron Sandilands,79.0,,
50,2014,Fremantle,Aaron Sandilands,108.34782608695652,2014_Fremantle_Aaron Sandilands,220096.0,2014.0,Fremantle,Aaron Sandilands,108.26086956521739,,
51,2015,Fremantle,Aaron Sandilands,107.47826086956522,2015_Fremantle_Aaron Sandilands,220096.0,2015.0,Fremantle,Aaron Sandilands,107.26086956521739,,
52,2016,Fremantle,Aaron Sandilands,70.8,2016_Fremantle_Aaron Sandilands,220096.0,2016.0,Fremantle,Aaron Sandilands,70.8,,
53,2017,Fremantle,Aaron Sandilands,87.3,2017_Fremantle_Aaron Sandilands,220096.0,2017.0,Fremantle,Aaron Sandilands,87.4,,
54,2018,Fremantle,Aaron Sandilands,97.45454545454545,2018_Fremantle_Aaron Sandilands,220096.0,2018.0,Fremantle,Aaron Sandilands,97.45454545454545,,
55,2019,Fremantle,Aaron Sandilands,85.33333333333333,2019_Fremantle_Aaron Sandilands,220096.0,2019.0,Fremantle,Aaron Sandilands,85.33333333333333,,
56,2015,Melbourne,Aaron Vandenberg,75.28571428571429,2015_Melbourne_Aaron Vandenberg,297990.0,2015.0,Melbourne,Aaron Vandenberg,74.92857142857143,,
57,2016,Melbourne,Aaron Vandenberg,63.5,2016_Melbourne_Aaron Vandenberg,297990.0,2016.0,Melbourne,Aaron Vandenberg,63.5,,
58,2018,Melbourne,Aaron Vandenberg,66.42857142857143,2018_Melbourne_Aaron Vandenberg,297990.0,2018.0,Melbourne,Aaron Vandenberg,66.42857142857143,,
59,2012,Port Adelaide,Aaron Young,42.166666666666664,2012_Port Adelaide_Aaron Young,290546.0,2012.0,Port Adelaide,Aaron Young,42.166666666666664,,
60,2013,Port Adelaide,Aaron Young,54.6,2013_Port Adelaide_Aaron Young,290546.0,2013.0,Port Adelaide,Aaron Young,54.6,,
61,2014,Port Adelaide,Aaron Young,45.5,2014_Port Adelaide_Aaron Young,290546.0,2014.0,Port Adelaide,Aaron Young,45.5,,
62,2015,Port Adelaide,Aaron Young,46.81818181818182,2015_Port Adelaide_Aaron Young,290546.0,2015.0,Port Adelaide,Aaron Young,46.81818181818182,,
63,2016,Port Adelaide,Aaron Young,78.42857142857143,2016_Port Adelaide_Aaron Young,290546.0,2016.0,Port Adelaide,Aaron Young,78.14285714285714,,
64,2017,Port Adelaide,Aaron Young,57.0,2017_Port Adelaide_Aaron Young,290546.0,2017.0,Port Adelaide,Aaron Young,57.23076923076923,,
65,2018,Gold Coast,Aaron Young,60.0,2018_Gold Coast_Aaron Young,290546.0,2018.0,Gold Coast,Aaron Young,60.0,,
66,2019,Gold Coast,Aaron Young,43.5,2019_Gold Coast_Aaron Young,290546.0,2019.0,Gold Coast,Aaron Young,43.5,,
67,2013,West Coast,Adam Carter,47.8,2013_West Coast_Adam Carter,294496.0,2013.0,West Coast,Adam Carter,47.8,,
68,2014,West Coast,Adam Carter,42.0,2014_West Coast_Adam Carter,294496.0,2014.0,West Coast,Adam Carter,42.0,,
69,2018,Fremantle,Adam Cerra,60.714285714285715,2018_Fremantle_Adam Cerra,1002239.0,2018.0,Fremantle,Adam Cerra,60.714285714285715,,
70,2019,Fremantle,Adam Cerra,62.63636363636363,2019_Fremantle_Adam Cerra,1002239.0,2019.0,Fremantle,Adam Cerra,62.45,,
71,2010,Western Bulldogs,Adam Cooney,95.0625,2010_Western Bulldogs_Adam Cooney,230041.0,2010.0,Western Bulldogs,Adam Cooney,94.70588235294117,,
72,2011,Western Bulldogs,Adam Cooney,81.07692307692308,2011_Western Bulldogs_Adam Cooney,230041.0,2011.0,Western Bulldogs,Adam Cooney,81.07692307692308,,
73,2012,Western Bulldogs,Adam Cooney,75.71428571428571,2012_Western Bulldogs_Adam Cooney,230041.0,2012.0,Western Bulldogs,Adam Cooney,75.28571428571429,,
74,2013,Western Bulldogs,Adam Cooney,98.52631578947368,2013_Western Bulldogs_Adam Cooney,230041.0,2013.0,Western Bulldogs,Adam Cooney,98.73684210526316,,
75,2014,Western Bulldogs,Adam Cooney,80.72222222222223,2014_Western Bulldogs_Adam Cooney,230041.0,2014.0,Western Bulldogs,Adam Cooney,80.72222222222223,,
76,2015,Essendon,Adam Cooney,66.18181818181819,2015_Essendon_Adam Cooney,230041.0,2015.0,Essendon,Adam Cooney,65.9090909090909,,
77,2016,Essendon,Adam Cooney,81.65,2016_Essendon_Adam Cooney,230041.0,2016.0,Essendon,Adam Cooney,81.4,,
78,2010,Sydney,Adam Goodes,97.4,2010_Sydney_Adam Goodes,980073.0,2010.0,Sydney,Adam Goodes,96.38095238095238,,
79,2011,Sydney,Adam Goodes,108.33333333333333,2011_Sydney_Adam Goodes,980073.0,2011.0,Sydney,Adam Goodes,108.33333333333333,,
80,2012,Sydney,Adam Goodes,94.47368421052632,2012_Sydney_Adam Goodes,980073.0,2012.0,Sydney,Adam Goodes,94.36842105263158,,
81,2013,Sydney,Adam Goodes,84.25,2013_Sydney_Adam Goodes,980073.0,2013.0,Sydney,Adam Goodes,84.5,,
82,2014,Sydney,Adam Goodes,68.1,2014_Sydney_Adam Goodes,980073.0,2014.0,Sydney,Adam Goodes,68.1,,
83,2015,Sydney,Adam Goodes,68.04761904761905,2015_Sydney_Adam Goodes,980073.0,2015.0,Sydney,Adam Goodes,66.75,,
84,2012,GWS,Adam Kennedy,53.266666666666666,2012_GWS_Adam Kennedy,291509.0,2012.0,GWS,Adam Kennedy,53.266666666666666,,
85,2013,GWS,Adam Kennedy,57.0,2013_GWS_Adam Kennedy,291509.0,2013.0,GWS,Adam Kennedy,57.0,,
86,2014,GWS,Adam Kennedy,65.25,2014_GWS_Adam Kennedy,291509.0,2014.0,GWS,Adam Kennedy,64.95,,
87,2015,GWS,Adam Kennedy,60.285714285714285,2015_GWS_Adam Kennedy,291509.0,2015.0,GWS,Adam Kennedy,60.0,,
88,2016,GWS,Adam Kennedy,50.266666666666666,2016_GWS_Adam Kennedy,291509.0,2016.0,GWS,Adam Kennedy,50.4,,
89,2017,GWS,Adam Kennedy,43.857142857142854,2017_GWS_Adam Kennedy,291509.0,2017.0,GWS,Adam Kennedy,43.857142857142854,,
90,2018,GWS,Adam Kennedy,81.11111111111111,2018_GWS_Adam Kennedy,291509.0,2018.0,GWS,Adam Kennedy,81.11111111111111,,
91,2019,GWS,Adam Kennedy,63.04,2019_GWS_Adam Kennedy,291509.0,2019.0,GWS,Adam Kennedy,63.21739130434783,,
92,2016,Richmond,Adam Marcon,64.5,2016_Richmond_Adam Marcon,291517.0,2016.0,Richmond,Adam Marcon,64.5,,
93,2010,Fremantle,Adam McPhee,67.21052631578948,2010_Fremantle_Adam McPhee,210037.0,2010.0,Fremantle,Adam McPhee,68.35,,
94,2011,Fremantle,Adam McPhee,55.333333333333336,2011_Fremantle_Adam McPhee,210037.0,2011.0,Fremantle,Adam McPhee,55.333333333333336,,
95,2012,Fremantle,Adam McPhee,71.9047619047619,2012_Fremantle_Adam McPhee,210037.0,2012.0,Fremantle,Adam McPhee,72.14285714285714,,
96,2013,Collingwood,Adam Oxley,16.0,2013_Collingwood_Adam Oxley,292048.0,2013.0,Collingwood,Adam Oxley,16.0,,
97,2015,Collingwood,Adam Oxley,76.47058823529412,2015_Collingwood_Adam Oxley,292048.0,2015.0,Collingwood,Adam Oxley,76.47058823529412,,
98,2016,Collingwood,Adam Oxley,67.58333333333333,2016_Collingwood_Adam Oxley,292048.0,2016.0,Collingwood,Adam Oxley,67.58333333333333,,
99,2018,Collingwood,Adam Oxley,46.333333333333336,2018_Collingwood_Adam Oxley,292048.0,2018.0,Collingwood,Adam Oxley,46.333333333333336,,
100,2010,St Kilda,Adam Pattison,60.0,2010_St Kilda_Adam Pattison,250690.0,2010.0,St Kilda,Adam Pattison,60.25,,
101,2015,Gold Coast,Adam Saad,78.0,2015_Gold Coast_Adam Saad,295461.0,2015.0,Gold Coast,Adam Saad,76.125,,
102,2016,Gold Coast,Adam Saad,70.1,2016_Gold Coast_Adam Saad,295461.0,2016.0,Gold Coast,Adam Saad,70.1,,
103,2017,Gold Coast,Adam Saad,72.72727272727273,2017_Gold Coast_Adam Saad,295461.0,2017.0,Gold Coast,Adam Saad,72.77272727272727,,
104,2018,Essendon,Adam Saad,75.0909090909091,2018_Essendon_Adam Saad,295461.0,2018.0,Essendon,Adam Saad,75.0909090909091,,
105,2019,Essendon,Adam Saad,81.33333333333333,2019_Essendon_Adam Saad,295461.0,2019.0,Essendon,Adam Saad,82.63636363636364,,
106,2010,St Kilda,Adam Schneider,91.61904761904762,2010_St Kilda_Adam Schneider,220098.0,2010.0,St Kilda,Adam Schneider,91.72727272727273,,
107,2011,St Kilda,Adam Schneider,84.28571428571429,2011_St Kilda_Adam Schneider,220098.0,2011.0,St Kilda,Adam Schneider,84.28571428571429,,
108,2012,St Kilda,Adam Schneider,68.75,2012_St Kilda_Adam Schneider,220098.0,2012.0,St Kilda,Adam Schneider,68.75,,
109,2013,St Kilda,Adam Schneider,66.6,2013_St Kilda_Adam Schneider,220098.0,2013.0,St Kilda,Adam Schneider,66.6,,
110,2014,St Kilda,Adam Schneider,68.76923076923077,2014_St Kilda_Adam Schneider,220098.0,2014.0,St Kilda,Adam Schneider,68.76923076923077,,
111,2015,St Kilda,Adam Schneider,84.2,2015_St Kilda_Adam Schneider,220098.0,2015.0,St Kilda,Adam Schneider,83.93333333333334,,
112,2010,West Coast,Adam Selwood,89.83333333333333,2010_West Coast_Adam Selwood,230254.0,2010.0,West Coast,Adam Selwood,90.61538461538461,,
113,2011,West Coast,Adam Selwood,63.16,2011_West Coast_Adam Selwood,230254.0,2011.0,West Coast,Adam Selwood,63.16,,
114,2012,West Coast,Adam Selwood,51.25,2012_West Coast_Adam Selwood,230254.0,2012.0,West Coast,Adam Selwood,51.2,,
115,2013,West Coast,Adam Selwood,42.55555555555556,2013_West Coast_Adam Selwood,230254.0,2013.0,West Coast,Adam Selwood,42.55555555555556,,
116,2012,GWS,Adam Tomlinson,48.111111111111114,2012_GWS_Adam Tomlinson,291819.0,2012.0,GWS,Adam Tomlinson,48.111111111111114,,
117,2013,GWS,Adam Tomlinson,66.41176470588235,2013_GWS_Adam Tomlinson,291819.0,2013.0,GWS,Adam Tomlinson,66.41176470588235,,
118,2014,GWS,Adam Tomlinson,69.15789473684211,2014_GWS_Adam Tomlinson,291819.0,2014.0,GWS,Adam Tomlinson,68.52631578947368,,
119,2015,GWS,Adam Tomlinson,59.375,2015_GWS_Adam Tomlinson,291819.0,2015.0,GWS,Adam Tomlinson,59.125,,
120,2016,GWS,Adam Tomlinson,60.214285714285715,2016_GWS_Adam Tomlinson,291819.0,2016.0,GWS,Adam Tomlinson,60.07142857142857,,
121,2017,GWS,Adam Tomlinson,57.791666666666664,2017_GWS_Adam Tomlinson,291819.0,2017.0,GWS,Adam Tomlinson,57.791666666666664,,
122,2018,GWS,Adam Tomlinson,69.91666666666667,2018_GWS_Adam Tomlinson,291819.0,2018.0,GWS,Adam Tomlinson,69.91666666666667,,
123,2019,GWS,Adam Tomlinson,70.55555555555556,2019_GWS_Adam Tomlinson,291819.0,2019.0,GWS,Adam Tomlinson,68.8,,
124,2012,GWS,Adam Treloar,83.16666666666667,2012_GWS_Adam Treloar,29.0,2012.0,GWS,Adam Treloar,83.16666666666667,,
125,2013,GWS,Adam Treloar,87.05,2013_GWS_Adam Treloar,291790.0,2013.0,GWS,Adam Treloar,87.05,,
126,2014,GWS,Adam Treloar,107.5,2014_GWS_Adam Treloar,291790.0,2014.0,GWS,Adam Treloar,106.7,,
127,2015,GWS,Adam Treloar,106.80952380952381,2015_GWS_Adam Treloar,291790.0,2015.0,GWS,Adam Treloar,105.61904761904762,,
128,2016,Collingwood,Adam Treloar,111.27272727272727,2016_Collingwood_Adam Treloar,291790.0,2016.0,Collingwood,Adam Treloar,111.0909090909091,,
129,2017,Collingwood,Adam Treloar,101.42857142857143,2017_Collingwood_Adam Treloar,291790.0,2017.0,Collingwood,Adam Treloar,101.42857142857143,,
130,2018,Collingwood,Adam Treloar,102.23529411764706,2018_Collingwood_Adam Treloar,291790.0,2018.0,Collingwood,Adam Treloar,102.23529411764706,,
131,2019,Collingwood,Adam Treloar,110.38461538461539,2019_Collingwood_Adam Treloar,291790.0,2019.0,Collingwood,Adam Treloar,111.41666666666667,,
132,2010,Melbourne,Addam Maric,56.0,2010_Melbourne_Addam Maric,270833.0,2010.0,Melbourne,Addam Maric,60.0,,
133,2011,Melbourne,Addam Maric,58.22222222222222,2011_Melbourne_Addam Maric,270833.0,2011.0,Melbourne,Addam Maric,58.22222222222222,,
134,2012,Richmond,Addam Maric,27.8,2012_Richmond_Addam Maric,270833.0,2012.0,Richmond,Addam Maric,27.8,,
135,2012,St Kilda,Ahmed Saad,60.875,2012_St Kilda_Ahmed Saad,294818.0,2012.0,St Kilda,Ahmed Saad,60.875,,
136,2013,St Kilda,Ahmed Saad,46.84615384615385,2013_St Kilda_Ahmed Saad,294818.0,2013.0,St Kilda,Ahmed Saad,46.84615384615385,,
137,2015,St Kilda,Ahmed Saad,41.25,2015_St Kilda_Ahmed Saad,294818.0,2015.0,St Kilda,Ahmed Saad,41.25,,
138,2013,GWS,Aidan Corr,40.6,2013_GWS_Aidan Corr,294508.0,2013.0,GWS,Aidan Corr,40.6,,
139,2014,GWS,Aidan Corr,38.25,2014_GWS_Aidan Corr,294508.0,2014.0,GWS,Aidan Corr,38.25,,
140,2015,GWS,Aidan Corr,50.526315789473685,2015_GWS_Aidan Corr,294508.0,2015.0,GWS,Aidan Corr,50.421052631578945,,
141,2016,GWS,Aidan Corr,48.333333333333336,2016_GWS_Aidan Corr,294508.0,2016.0,GWS,Aidan Corr,48.333333333333336,,
142,2017,GWS,Aidan Corr,58.869565217391305,2017_GWS_Aidan Corr,294508.0,2017.0,GWS,Aidan Corr,58.95652173913044,,
143,2018,GWS,Aidan Corr,55.1875,2018_GWS_Aidan Corr,294508.0,2018.0,GWS,Aidan Corr,55.1875,,
144,2019,GWS,Aidan Corr,56.666666666666664,2019_GWS_Aidan Corr,294508.0,2019.0,GWS,Aidan Corr,57.5,,
145,2011,Adelaide,Aidan Riley,24.4,2011_Adelaide_Aidan Riley,291402.0,2011.0,Adelaide,Aidan Riley,24.4,,
146,2012,Adelaide,Aidan Riley,52.8,2012_Adelaide_Aidan Riley,291402.0,2012.0,Adelaide,Aidan Riley,52.8,,
147,2013,Adelaide,Aidan Riley,31.5,2013_Adelaide_Aidan Riley,291402.0,2013.0,Adelaide,Aidan Riley,31.5,,
148,2014,Melbourne,Aidan Riley,41.22222222222222,2014_Melbourne_Aidan Riley,291402.0,2014.0,Melbourne,Aidan Riley,41.111111111111114,,
149,2015,Melbourne,Aidan Riley,31.0,2015_Melbourne_Aidan Riley,291402.0,2015.0,Melbourne,Aidan Riley,31.0,,
150,2018,GWS,Aiden Bonar,57.5,2018_GWS_Aiden Bonar,1004894.0,2018.0,GWS,Aiden Bonar,57.5,,
151,2019,GWS,Aiden Bonar,41.5,2019_GWS_Aiden Bonar,1004894.0,2019.0,GWS,Aiden Bonar,41.5,,
152,2017,Port Adelaide,Aidyn Johnson,45.4,2017_Port Adelaide_Aidyn Johnson,298430.0,2017.0,Port Adelaide,Aidyn Johnson,45.4,,
153,2018,Port Adelaide,Aidyn Johnson,42.6,2018_Port Adelaide_Aidyn Johnson,298430.0,2018.0,Port Adelaide,Aidyn Johnson,42.6,,
154,2019,Port Adelaide,Aidyn Johnson,54.0,2019_Port Adelaide_Aidyn Johnson,298430.0,2019.0,Port Adelaide,Aidyn Johnson,54.0,,
155,2010,Collingwood,Alan Didak,101.25,2010_Collingwood_Alan Didak,210003.0,2010.0,Collingwood,Alan Didak,102.76190476190476,,
156,2011,Collingwood,Alan Didak,57.25,2011_Collingwood_Alan Didak,210003.0,2011.0,Collingwood,Alan Didak,57.25,,
157,2012,Collingwood,Alan Didak,52.72727272727273,2012_Collingwood_Alan Didak,210003.0,2012.0,Collingwood,Alan Didak,53.45454545454545,,
158,2013,Collingwood,Alan Didak,57.4,2013_Collingwood_Alan Didak,210003.0,2013.0,Collingwood,Alan Didak,57.4,,
159,2010,Collingwood,Alan Toovey,73.18181818181819,2010_Collingwood_Alan Toovey,240419.0,2010.0,Collingwood,Alan Toovey,71.6086956521739,,
160,2011,Collingwood,Alan Toovey,61.25,2011_Collingwood_Alan Toovey,240419.0,2011.0,Collingwood,Alan Toovey,61.25,,
161,2012,Collingwood,Alan Toovey,60.90909090909091,2012_Collingwood_Alan Toovey,240419.0,2012.0,Collingwood,Alan Toovey,61.0,,
162,2013,Collingwood,Alan Toovey,70.4,2013_Collingwood_Alan Toovey,240419.0,2013.0,Collingwood,Alan Toovey,70.4,,
163,2014,Collingwood,Alan Toovey,52.588235294117645,2014_Collingwood_Alan Toovey,240419.0,2014.0,Collingwood,Alan Toovey,52.588235294117645,,
164,2015,Collingwood,Alan Toovey,55.8,2015_Collingwood_Alan Toovey,240419.0,2015.0,Collingwood,Alan Toovey,55.8,,
165,2016,Collingwood,Alan Toovey,48.25,2016_Collingwood_Alan Toovey,240419.0,2016.0,Collingwood,Alan Toovey,48.25,,
166,2010,Brisbane,Albert Proud,47.5,2010_Brisbane_Albert Proud,260944.0,2010.0,Brisbane,Albert Proud,53.0,,
167,2011,Essendon,Alex Browne,16.0,2011_Essendon_Alex Browne,291522.0,2011.0,Essendon,Alex Browne,16.0,,
168,2012,Essendon,Alex Browne,56.666666666666664,2012_Essendon_Alex Browne,291522.0,2012.0,Essendon,Alex Browne,56.666666666666664,,
169,2015,Essendon,Alex Browne,40.333333333333336,2015_Essendon_Alex Browne,291522.0,2015.0,Essendon,Alex Browne,41.333333333333336,,
170,2011,Collingwood,Alex Fasolo,58.07692307692308,2011_Collingwood_Alex Fasolo,290821.0,2011.0,Collingwood,Alex Fasolo,58.07692307692308,,
171,2012,Collingwood,Alex Fasolo,72.45833333333333,2012_Collingwood_Alex Fasolo,290821.0,2012.0,Collingwood,Alex Fasolo,72.16666666666667,,
172,2013,Collingwood,Alex Fasolo,44.0,2013_Collingwood_Alex Fasolo,290821.0,2013.0,Collingwood,Alex Fasolo,44.0,,
173,2014,Collingwood,Alex Fasolo,68.16666666666667,2014_Collingwood_Alex Fasolo,290821.0,2014.0,Collingwood,Alex Fasolo,68.16666666666667,,
174,2015,Collingwood,Alex Fasolo,75.58823529411765,2015_Collingwood_Alex Fasolo,290821.0,2015.0,Collingwood,Alex Fasolo,75.58823529411765,,
175,2016,Collingwood,Alex Fasolo,76.33333333333333,2016_Collingwood_Alex Fasolo,290821.0,2016.0,Collingwood,Alex Fasolo,76.33333333333333,,
176,2017,Collingwood,Alex Fasolo,65.78947368421052,2017_Collingwood_Alex Fasolo,290821.0,2017.0,Collingwood,Alex Fasolo,65.78947368421052,,
177,2018,Collingwood,Alex Fasolo,11.0,2018_Collingwood_Alex Fasolo,290821.0,2018.0,Collingwood,Alex Fasolo,11.0,,
178,2019,Carlton,Alex Fasolo,29.666666666666668,2019_Carlton_Alex Fasolo,290821.0,2019.0,Carlton,Alex Fasolo,29.666666666666668,,
179,2013,Fremantle,Alex Forster,30.0,2013_Fremantle_Alex Forster,291912.0,2013.0,Fremantle,Alex Forster,30.0,,
180,2011,Sydney,Alex Johnson,61.35,2011_Sydney_Alex Johnson,291450.0,2011.0,Sydney,Alex Johnson,61.35,,
181,2012,Sydney,Alex Johnson,64.6,2012_Sydney_Alex Johnson,291450.0,2012.0,Sydney,Alex Johnson,64.24,,
182,2018,Sydney,Alex Johnson,39.5,2018_Sydney_Alex Johnson,291450.0,2018.0,Sydney,Alex Johnson,39.5,,
183,2017,Adelaide,Alex Keath,54.5,2017_Adelaide_Alex Keath,290797.0,2017.0,Adelaide,Alex Keath,54.5,,
184,2018,Adelaide,Alex Keath,73.5,2018_Adelaide_Alex Keath,290797.0,2018.0,Adelaide,Alex Keath,73.5,,
